City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Mumbai,2023-12-26,300,104.4,64.0,37.9,18.9,1.6,36.0
Mumbai,2023-12-27,306,76.2,37.4,29.5,20.6,2.5,118.9
Mumbai,2023-12-28,334,237.8,83.2,37.5,20.9,0.5,90.3
Mumbai,2023-12-29,316,240.5,191.5,64.4,12.9,0.8,26.8
Mumbai,2023-12-30,209,228.3,112.2,56.5,11.9,0.5,69.5
Mumbai,2023-12-31,459,58.6,58.7,70.4,45.1,2.3,57.3
Chennai,2023-01-01,444,44.8,281.2,92.1,17.2,1.5,114.3
Chennai,2023-01-02,110,54.2,255.1,18.8,3.4,0.9,117.0
Chennai,2023-01-03,260,82.8,228.8,83.1,32.6,1.9,26.7
Chennai,2023-01-04,146,35.6,71.7,77.4,31.4,0.8,72.4
Chennai,2023-01-05,168,153.1,84.7,7.5,5.8,2.0,24.7
Chennai,2023-01-06,483,155.1,219.4,40.5,42.9,1.3,25.1
Chennai,2023-01-07,148,64.3,134.4,97.0,46.4,2.4,34.5
Chennai,2023-01-08,393,247.2,232.2,11.3,46.5,2.5,105.4
Chennai,2023-01-09,300,175.1,262.7,89.3,22.5,2.0,76.9
Chennai,2023-01-10,472,101.3,107.6,63.1,37.6,1.6,67.8
Chennai,2023-01-11,498,179.0,30.8,15.4,23.9,2.2,106.6
Chennai,2023-01-12,175,134.5,130.8,74.8,28.8,1.4,79.4
Chennai,2023-01-13,75,55.6,143.1,89.0,39.1,0.9,28.3
Chennai,2023-01-14,200,157.2,35.3,54.1,8.8,2.1,59.7
Chennai,2023-01-15,419,130.2,70.3,60.6,44.9,1.5,53.2
Chennai,2023-01-16,215,118.2,70.1,61.1,36.2,0.7,60.0
Chennai,2023-01-17,178,87.8,201.6,72.6,9.9,1.9,20.0
Chennai,2023-01-18,411,117.9,121.6,54.8,20.4,2.0,66.3
Chennai,2023-01-19,131,100.9,126.6,78.0,45.8,1.5,82.5
Chennai,2023-01-20,126,48.9,60.5,78.1,4.5,0.9,90.3
Chennai,2023-01-21,278,79.3,70.6,90.4,48.1,0.2,94.2
Chennai,2023-01-22,56,120.1,259.5,56.6,2.3,2.2,36.2
Chennai,2023-01-23,351,168.3,147.0,47.0,30.9,0.2,107.0
Chennai,2023-01-24,192,158.7,176.1,83.4,4.3,0.5,81.9
Chennai,2023-01-25,68,44.9,29.1,59.9,31.0,1.0,19.6
Chennai,2023-01-26,105,110.1,69.9,68.8,31.3,1.8,75.4
Chennai,2023-01-27,453,144.9,290.6,76.2,19.3,0.3,94.5
Chennai,2023-01-28,215,98.5,126.1,11.4,22.5,1.5,42.2
Chennai,2023-01-29,118,39.3,260.6,36.3,21.9,0.7,33.0
Chennai,2023-01-30,79,36.2,224.3,64.8,49.4,1.3,85.8
Chennai,2023-01-31,453,246.7,100.4,62.8,17.2,1.4,119.5
Chennai,2023-02-01,231,232.5,192.0,52.2,37.0,1.3,98.9
Chennai,2023-02-02,362,65.9,101.3,23.4,7.7,1.3,97.6
Chennai,2023-02-03,427,213.5,243.9,99.9,21.9,1.0,71.6
Chennai,2023-02-04,376,61.0,199.4,70.6,14.2,0.4,43.0
Chennai,2023-02-05,331,87.7,21.7,70.2,18.4,1.9,77.8
Chennai,2023-02-06,64,209.7,74.3,84.2,46.3,1.3,62.2
Chennai,2023-02-07,68,165.0,154.8,64.6,44.8,1.4,46.9
Chennai,2023-02-08,451,205.4,279.8,10.3,27.0,1.5,84.6
Chennai,2023-02-09,334,138.6,78.3,70.1,40.4,2.2,48.9
Chennai,2023-02-10,126,77.3,28.7,98.4,32.1,2.1,72.8
Chennai,2023-02-11,249,55.0,52.7,79.3,16.8,2.2,88.1
Chennai,2023-02-12,189,109.3,159.2,27.6,23.7,2.4,33.8
Chennai,2023-02-13,204,52.0,124.8,8.6,11.7,0.4,65.7
Chennai,2023-02-14,459,125.8,160.0,23.1,46.3,1.9,67.6
Chennai,2023-02-15,447,88.6,235.5,14.3,49.1,1.4,119.2
Chennai,2023-02-16,155,183.9,148.6,72.8,27.1,0.2,112.6
Chennai,2023-02-17,401,213.5,264.1,36.7,44.7,0.4,94.3
Chennai,2023-02-18,431,85.0,181.7,34.7,44.8,0.9,31.2
Chennai,2023-02-19,191,137.7,236.4,68.8,15.1,0.6,22.6
Chennai,2023-02-20,368,144.3,48.7,56.5,28.4,0.8,113.8
Chennai,2023-02-21,461,78.0,88.6,11.8,31.4,1.0,58.8
Chennai,2023-02-22,116,17.0,272.9,9.8,20.4,0.4,53.1
Chennai,2023-02-23,410,153.1,186.0,84.4,35.6,1.6,44.4
Chennai,2023-02-24,468,57.6,232.4,81.9,5.8,2.3,94.1
Chennai,2023-02-25,340,41.6,247.6,92.4,24.5,1.2,85.3
Chennai,2023-02-26,413,194.0,151.8,95.0,8.9,2.3,38.4
Chennai,2023-02-27,236,104.1,215.9,68.2,39.9,2.2,59.9
Chennai,2023-02-28,65,25.7,51.6,50.5,42.6,0.8,48.3
Chennai,2023-03-01,344,40.6,48.8,82.7,40.2,0.9,81.4
Chennai,2023-03-02,455,82.5,149.1,61.1,13.5,0.8,27.5
Chennai,2023-03-03,296,102.1,115.4,82.3,30.4,2.0,57.9
Chennai,2023-03-04,453,92.1,214.4,21.4,34.1,1.9,88.3
Chennai,2023-03-05,478,126.8,185.8,49.0,28.6,2.1,29.4
Chennai,2023-03-06,257,26.7,50.4,82.3,39.0,1.1,64.4
Chennai,2023-03-07,388,24.8,80.9,18.2,29.9,1.9,99.1
Chennai,2023-03-08,437,45.2,61.8,55.5,20.7,1.5,31.5
Chennai,2023-03-09,398,220.6,103.9,80.5,34.6,2.3,113.0
Chennai,2023-03-10,417,245.8,116.4,13.5,2.4,2.5,54.5
Chennai,2023-03-11,115,214.6,37.5,90.6,48.5,0.2,71.6
Chennai,2023-03-12,233,36.3,99.0,8.0,22.7,1.6,78.8
Chennai,2023-03-13,414,101.9,126.8,56.8,33.8,1.3,30.7
Chennai,2023-03-14,246,212.4,120.9,44.6,15.8,2.2,23.8
Chennai,2023-03-15,55,27.2,24.4,73.5,25.4,1.2,118.9
Chennai,2023-03-16,93,42.9,245.7,86.7,44.9,1.8,112.3
Chennai,2023-03-17,369,53.2,162.6,57.4,23.6,1.0,30.4
Chennai,2023-03-18,359,11.8,159.5,74.4,36.2,0.8,111.9
Chennai,2023-03-19,345,98.1,293.9,59.0,35.8,0.5,63.0
Chennai,2023-03-20,403,29.2,224.5,55.0,43.2,1.9,40.7
Chennai,2023-03-21,314,28.8,269.2,13.4,24.7,1.9,115.6
Chennai,2023-03-22,89,174.2,171.0,60.1,31.4,2.3,68.9
Chennai,2023-03-23,55,122.5,163.5,49.6,37.2,1.2,115.7
Chennai,2023-03-24,458,80.7,66.9,71.0,30.7,0.9,96.4
Chennai,2023-03-25,183,24.7,152.5,21.1,4.5,2.5,99.0
Chennai,2023-03-26,369,16.6,155.7,17.0,5.7,2.0,37.7
Chennai,2023-03-27,365,77.4,260.2,6.3,7.4,0.6,75.1
Chennai,2023-03-28,127,168.2,123.5,21.7,39.6,0.7,29.9
Chennai,2023-03-29,320,216.9,116.0,13.0,9.0,2.3,27.0
Chennai,2023-03-30,303,190.7,135.6,41.4,33.7,1.9,28.4
Chennai,2023-03-31,345,186.2,116.6,66.0,38.3,0.5,28.4
Chennai,2023-04-01,254,124.3,153.4,95.1,46.3,0.7,85.2
Chennai,2023-04-02,249,123.9,60.6,87.7,2.6,2.3,59.4
Chennai,2023-04-03,397,85.8,168.5,95.8,6.7,1.4,48.9
Chennai,2023-04-04,482,113.6,277.1,86.5,18.1,0.8,20.8
Chennai,2023-04-05,385,150.2,149.1,69.2,13.6,1.7,94.8
Chennai,2023-04-06,316,91.0,213.3,22.1,28.3,1.7,101.5
Chennai,2023-04-07,56,108.7,167.1,70.1,18.9,1.9,37.7
Chennai,2023-04-08,67,15.7,45.7,94.2,33.5,2.1,114.6
Chennai,2023-04-09,376,39.2,288.2,13.2,31.0,1.1,94.0
Chennai,2023-04-10,381,145.9,290.8,90.1,35.4,0.8,61.4
Chennai,2023-04-11,88,163.3,278.4,31.3,22.5,2.3,94.7
Chennai,2023-04-12,215,71.8,238.6,31.3,5.0,1.1,119.6
Chennai,2023-04-13,182,239.3,94.1,46.9,25.6,2.3,77.1
Chennai,2023-04-14,141,164.9,50.4,56.4,22.7,1.6,21.7
Chennai,2023-04-15,276,181.7,48.9,11.9,29.4,0.8,59.0
Chennai,2023-04-16,304,45.7,199.3,93.6,33.9,0.8,87.0
Chennai,2023-04-17,250,147.9,164.3,94.3,25.6,1.2,102.8
Chennai,2023-04-18,449,204.9,39.6,26.5,20.5,1.8,95.8
Chennai,2023-04-19,112,146.1,281.8,39.1,34.7,1.1,79.5
Chennai,2023-04-20,381,31.8,169.7,96.3,5.9,1.3,94.3
Chennai,2023-04-21,381,58.7,175.3,96.9,33.7,0.9,52.9
Chennai,2023-04-22,104,161.3,120.6,13.1,32.4,1.9,25.4
Chennai,2023-04-23,148,16.1,299.0,27.7,20.7,2.0,80.8
Chennai,2023-04-24,305,138.1,253.6,47.7,49.8,0.3,16.2
Chennai,2023-04-25,453,183.0,133.5,25.1,33.4,1.4,113.4
Chennai,2023-04-26,495,219.8,61.7,60.0,46.4,0.3,25.6
Chennai,2023-04-27,384,14.6,274.0,63.7,13.6,1.7,11.6
Chennai,2023-04-28,373,22.0,106.1,80.4,23.9,0.6,75.0
Chennai,2023-04-29,468,206.2,52.0,61.5,31.6,0.3,32.3
Chennai,2023-04-30,222,204.8,295.0,69.4,17.6,2.4,73.4
Chennai,2023-05-01,120,87.2,290.1,25.3,4.2,0.6,17.0
Chennai,2023-05-02,190,43.9,136.2,71.1,28.6,1.2,111.8
Chennai,2023-05-03,70,42.0,241.5,65.1,20.1,0.6,106.8
Chennai,2023-05-04,91,11.5,70.2,13.5,33.3,2.2,55.8
Chennai,2023-05-05,463,200.1,153.3,17.1,8.9,0.8,59.5
Chennai,2023-05-06,172,235.1,191.0,8.6,10.6,1.3,114.5
Chennai,2023-05-07,371,208.4,104.3,44.8,28.8,0.6,118.5
Chennai,2023-05-08,98,158.5,261.6,98.7,26.4,1.3,78.9
Chennai,2023-05-09,156,76.3,74.2,80.7,34.9,2.4,62.2
Chennai,2023-05-10,140,48.3,278.3,10.1,19.5,0.7,37.7
Chennai,2023-05-11,365,203.2,232.4,9.1,37.5,2.3,29.3
Chennai,2023-05-12,452,17.0,164.2,11.7,13.3,1.2,73.8
Chennai,2023-05-13,264,57.7,209.5,35.9,39.4,1.0,20.8
Chennai,2023-05-14,427,109.0,76.0,89.7,5.5,1.5,16.0
Chennai,2023-05-15,273,44.8,279.8,48.2,20.6,0.5,89.2
Chennai,2023-05-16,373,96.1,95.5,36.9,3.5,1.5,40.9
Chennai,2023-05-17,106,214.4,148.4,21.3,18.5,2.2,76.4
Chennai,2023-05-18,454,200.7,286.8,91.0,29.7,1.5,35.3
Chennai,2023-05-19,260,215.7,157.0,99.6,30.4,2.1,40.7
Chennai,2023-05-20,423,112.7,264.3,28.5,22.8,0.7,112.0
Chennai,2023-05-21,126,229.3,271.5,44.7,4.1,2.5,90.7
Chennai,2023-05-22,308,18.1,168.7,50.5,40.3,2.1,59.8
Chennai,2023-05-23,173,29.9,230.9,70.9,21.5,0.7,49.4
Chennai,2023-05-24,172,165.4,45.4,50.6,16.6,1.8,104.4
Chennai,2023-05-25,432,150.1,293.4,49.1,8.7,1.8,30.3
Chennai,2023-05-26,496,98.9,150.0,65.2,43.3,0.4,108.3
Chennai,2023-05-27,220,137.4,103.0,76.5,35.5,1.6,73.3
Chennai,2023-05-28,156,199.0,42.7,88.7,37.3,0.3,114.0
Chennai,2023-05-29,395,97.4,34.4,41.4,24.3,0.3,50.3
Chennai,2023-05-30,381,144.1,38.8,72.4,11.8,2.5,36.2
Chennai,2023-05-31,108,165.8,226.5,76.5,43.8,1.8,92.8
Chennai,2023-06-01,439,64.1,118.8,30.4,34.7,0.8,17.0
Chennai,2023-06-02,226,118.6,160.4,83.8,24.6,1.4,100.8
Chennai,2023-06-03,199,118.5,123.1,69.0,35.3,2.4,107.1
Chennai,2023-06-04,146,224.1,148.2,12.6,45.1,0.9,115.2
Chennai,2023-06-05,105,49.5,51.4,19.1,9.2,0.7,114.7
Chennai,2023-06-06,61,80.4,291.5,56.4,8.3,1.0,58.8
Chennai,2023-06-07,380,15.2,72.9,7.1,40.5,2.1,67.2
Chennai,2023-06-08,221,108.8,116.0,66.4,17.7,1.6,86.7
Chennai,2023-06-09,481,141.6,148.2,58.9,45.1,0.9,96.8
Chennai,2023-06-10,166,126.2,291.8,78.1,4.3,1.0,60.2
Chennai,2023-06-11,135,158.5,65.0,55.9,10.7,0.6,87.9
Chennai,2023-06-12,391,200.7,65.2,16.1,49.7,1.5,58.5
Chennai,2023-06-13,239,54.3,177.5,8.3,17.2,1.0,51.0
Chennai,2023-06-14,326,244.1,169.4,16.5,3.2,2.3,94.5
Chennai,2023-06-15,284,232.7,63.7,97.2,28.2,1.4,81.2
Chennai,2023-06-16,201,123.7,101.2,94.7,49.1,1.5,26.2
Chennai,2023-06-17,339,184.9,278.2,37.2,7.4,1.3,14.4
Chennai,2023-06-18,397,142.2,106.3,43.2,42.4,1.2,20.2
Chennai,2023-06-19,78,156.0,74.6,55.0,39.5,2.0,31.5
Chennai,2023-06-20,92,139.2,144.7,68.8,6.2,1.4,31.4
Chennai,2023-06-21,212,154.8,163.2,10.3,34.0,1.1,88.8
Chennai,2023-06-22,268,98.7,124.4,32.0,18.9,2.4,106.2
Chennai,2023-06-23,94,61.8,268.6,75.4,21.9,1.2,28.0
Chennai,2023-06-24,422,242.9,138.7,90.2,8.7,1.6,19.5
Chennai,2023-06-25,156,82.8,296.7,54.9,18.1,2.3,75.0
Chennai,2023-06-26,242,31.2,134.6,91.9,21.9,1.5,88.1
Chennai,2023-06-27,436,229.6,75.8,84.1,15.9,1.3,100.5
Chennai,2023-06-28,204,210.3,105.1,58.1,24.2,0.3,10.3
Chennai,2023-06-29,184,82.0,199.4,65.5,8.0,1.7,41.6
Chennai,2023-06-30,141,128.1,212.6,28.3,7.7,0.8,119.4
Chennai,2023-07-01,84,153.7,121.3,50.6,22.9,0.8,85.5
Chennai,2023-07-02,405,206.4,124.5,74.6,2.8,0.8,74.0
Chennai,2023-07-03,124,86.7,265.9,17.9,9.8,0.8,56.1
Chennai,2023-07-04,232,21.7,101.7,65.7,5.7,0.6,79.1
Chennai,2023-07-05,441,32.7,230.7,56.7,43.9,2.1,85.3
Chennai,2023-07-06,204,75.2,215.4,39.4,27.7,1.0,25.8
Chennai,2023-07-07,120,134.4,124.4,51.1,18.3,2.3,21.3
Chennai,2023-07-08,129,130.8,252.8,80.5,28.8,1.8,114.8
Chennai,2023-07-09,483,137.7,174.3,76.8,7.5,1.3,18.4
Chennai,2023-07-10,469,41.5,24.9,38.1,35.2,0.5,58.6
Chennai,2023-07-11,355,135.5,291.6,21.4,16.6,1.9,23.0
Chennai,2023-07-12,115,215.6,59.9,26.5,8.0,0.5,18.6
Chennai,2023-07-13,403,193.1,51.3,6.8,25.2,1.2,31.6
Chennai,2023-07-14,66,200.3,163.8,10.6,7.7,0.8,17.3
Chennai,2023-07-15,391,12.5,47.0,16.8,30.9,1.6,32.0
Chennai,2023-07-16,393,94.4,45.4,85.4,47.2,2.4,48.3
Chennai,2023-07-17,132,215.2,238.6,63.2,26.2,0.4,100.2
Chennai,2023-07-18,440,13.4,80.8,23.2,15.5,2.3,69.1
Chennai,2023-07-19,421,33.7,79.9,52.9,36.0,1.0,74.8
Chennai,2023-07-20,275,171.6,50.1,84.3,49.1,1.2,66.6
Chennai,2023-07-21,258,37.1,295.7,16.7,7.3,0.5,93.9
Chennai,2023-07-22,410,79.2,222.2,12.8,25.7,1.1,60.3
Chennai,2023-07-23,426,84.9,293.3,47.2,28.6,0.9,104.1
Chennai,2023-07-24,146,215.6,270.5,81.2,47.1,1.0,11.4
Chennai,2023-07-25,395,128.0,49.4,46.6,33.6,0.4,25.8
Chennai,2023-07-26,255,176.8,293.7,75.4,44.8,0.6,50.0
Chennai,2023-07-27,151,91.3,186.6,99.1,7.9,2.1,89.8
Chennai,2023-07-28,192,193.6,234.5,61.4,38.3,2.0,113.8
Chennai,2023-07-29,232,124.2,188.9,43.4,25.3,0.8,94.5
Chennai,2023-07-30,105,39.3,157.0,26.9,47.2,0.3,91.2
Chennai,2023-07-31,475,26.4,209.9,97.3,20.4,1.8,26.8
Chennai,2023-08-01,368,159.6,232.8,67.8,27.0,1.3,61.3
Chennai,2023-08-02,200,168.9,157.3,29.9,18.5,2.2,70.1
Chennai,2023-08-03,441,17.6,140.5,91.9,20.4,0.9,51.4
Chennai,2023-08-04,285,18.6,69.5,67.6,39.4,2.2,28.1
Chennai,2023-08-05,270,42.3,220.4,51.3,7.3,1.8,82.6
Chennai,2023-08-06,400,139.5,151.5,58.4,9.5,0.3,39.0
Chennai,2023-08-07,352,243.0,192.7,38.5,48.9,0.9,13.1
Chennai,2023-08-08,73,40.8,122.6,81.9,30.0,2.0,78.8
Chennai,2023-08-09,244,33.4,116.6,38.9,18.9,1.7,37.2
Chennai,2023-08-10,381,84.9,43.8,70.4,43.7,0.5,28.7
Chennai,2023-08-11,325,88.3,149.1,87.0,29.3,2.3,39.3
Chennai,2023-08-12,406,122.7,26.2,35.1,29.4,0.9,20.7
Chennai,2023-08-13,300,34.0,209.0,36.9,26.1,2.0,47.3
Chennai,2023-08-14,364,81.9,291.4,24.2,32.5,2.4,18.3
Chennai,2023-08-15,485,138.6,100.5,9.5,49.8,1.1,34.8
Chennai,2023-08-16,430,239.9,221.0,59.9,30.4,0.8,72.3
Chennai,2023-08-17,321,124.1,78.7,80.6,33.3,0.9,98.5
Chennai,2023-08-18,271,169.2,107.7,44.4,14.1,1.4,83.9
Chennai,2023-08-19,330,53.3,25.2,71.8,43.4,1.5,33.4
Chennai,2023-08-20,471,188.1,150.8,94.0,27.6,1.6,94.6
Chennai,2023-08-21,272,234.3,223.5,10.7,11.6,1.3,36.4
Chennai,2023-08-22,432,174.5,104.1,46.4,17.3,2.1,17.1
Chennai,2023-08-23,154,213.0,94.7,32.3,9.7,1.8,36.0
Chennai,2023-08-24,172,37.3,73.7,28.3,41.7,1.3,71.6
Chennai,2023-08-25,273,111.3,273.6,24.2,15.1,0.3,96.9
Chennai,2023-08-26,192,168.1,69.3,86.0,48.3,1.3,12.2
Chennai,2023-08-27,490,225.2,107.9,33.3,5.1,2.4,108.6
Chennai,2023-08-28,393,167.8,45.3,94.6,36.8,0.5,22.3
Chennai,2023-08-29,426,130.1,53.8,68.1,29.9,2.0,67.8
Chennai,2023-08-30,304,222.3,86.7,16.6,40.7,1.0,74.3
Chennai,2023-08-31,249,203.4,228.3,93.9,12.5,0.4,33.6
Chennai,2023-09-01,190,115.5,91.2,61.0,25.5,1.1,114.4
Chennai,2023-09-02,212,141.0,153.0,28.4,15.3,2.0,25.9
Chennai,2023-09-03,293,181.8,250.0,7.0,48.4,1.6,102.6
Chennai,2023-09-04,389,201.7,35.3,92.2,34.2,0.8,52.3
Chennai,2023-09-05,377,240.0,121.6,82.2,7.9,2.2,104.3
Chennai,2023-09-06,248,11.9,289.0,93.1,46.1,0.9,113.0
Chennai,2023-09-07,437,66.5,78.9,89.6,46.0,1.7,106.7
Chennai,2023-09-08,442,164.7,241.0,31.0,5.8,2.0,64.1
Chennai,2023-09-09,427,109.1,255.5,73.2,44.1,2.1,100.7
Chennai,2023-09-10,407,72.6,38.6,45.0,37.0,1.5,45.9
Chennai,2023-09-11,405,16.6,34.6,66.0,32.2,2.0,25.0
Chennai,2023-09-12,255,58.0,105.6,59.7,7.3,0.8,88.5
Chennai,2023-09-13,443,209.3,233.7,85.5,34.9,2.0,45.1
Chennai,2023-09-14,294,219.6,57.4,21.5,30.5,1.0,41.0
Chennai,2023-09-15,93,109.5,70.9,88.3,47.3,2.2,34.7
Chennai,2023-09-16,61,231.5,201.2,64.5,45.5,2.4,31.8
Chennai,2023-09-17,409,214.4,33.9,63.7,30.8,0.5,115.4
Chennai,2023-09-18,137,237.3,52.9,73.3,22.9,2.3,59.9
Chennai,2023-09-19,394,128.6,82.9,24.3,47.4,2.1,39.3
Chennai,2023-09-20,432,128.6,56.5,86.4,30.8,2.5,41.1
Chennai,2023-09-21,396,55.4,70.5,80.3,3.4,2.4,35.9
Chennai,2023-09-22,280,227.8,123.5,70.0,24.0,0.2,24.7
Chennai,2023-09-23,215,243.9,131.3,25.2,20.4,1.2,75.7
Chennai,2023-09-24,87,32.9,36.5,36.6,13.3,2.3,119.6
Chennai,2023-09-25,393,242.1,187.5,76.1,4.2,0.8,78.2
Chennai,2023-09-26,204,244.6,208.0,17.6,44.8,0.3,29.7
Chennai,2023-09-27,136,130.9,280.5,88.4,8.3,0.9,68.3
Chennai,2023-09-28,122,72.5,107.7,98.0,26.0,2.4,40.9
Chennai,2023-09-29,234,232.3,99.2,88.3,31.4,2.0,39.0
Chennai,2023-09-30,210,114.6,66.2,75.0,25.6,2.4,71.1
Chennai,2023-10-01,386,162.8,143.2,22.9,4.6,0.6,61.7
Chennai,2023-10-02,133,179.4,142.2,99.5,46.5,0.3,49.2
Chennai,2023-10-03,413,144.6,148.2,15.7,36.5,0.5,48.5
Chennai,2023-10-04,154,218.4,70.6,21.0,26.4,0.8,108.0
Chennai,2023-10-05,349,61.0,299.4,5.4,38.8,0.6,111.2
Chennai,2023-10-06,176,194.4,209.5,89.3,3.2,1.8,84.9
Chennai,2023-10-07,251,99.7,280.2,15.1,17.5,0.3,60.6
Chennai,2023-10-08,412,168.3,147.1,95.7,30.5,0.2,116.7
Chennai,2023-10-09,385,159.4,146.9,95.0,50.0,2.3,97.7
Chennai,2023-10-10,116,60.7,33.6,66.1,17.5,0.3,17.8
Chennai,2023-10-11,358,101.5,131.7,21.9,48.3,2.2,19.8
Chennai,2023-10-12,486,60.0,128.8,43.2,33.1,2.4,27.0
Chennai,2023-10-13,202,127.8,141.1,81.6,16.9,1.8,24.4
Chennai,2023-10-14,390,33.1,122.9,24.0,23.4,1.1,39.5
Chennai,2023-10-15,357,111.5,231.8,82.0,31.5,1.2,56.9
Chennai,2023-10-16,70,133.2,292.5,69.3,33.1,1.8,112.4
Chennai,2023-10-17,319,161.1,166.9,32.6,23.0,2.3,62.5
Chennai,2023-10-18,126,246.2,211.6,33.5,13.9,1.2,72.5
Chennai,2023-10-19,332,28.4,32.6,15.2,22.4,0.4,82.7
Chennai,2023-10-20,341,205.1,119.5,60.6,38.9,0.2,91.5
Chennai,2023-10-21,286,53.1,71.0,42.3,6.0,2.2,42.7
Chennai,2023-10-22,350,183.8,232.1,47.7,40.8,1.0,111.0
Chennai,2023-10-23,464,54.9,71.8,76.0,31.0,2.2,21.7
Chennai,2023-10-24,323,14.3,130.6,6.3,33.5,1.3,54.6
Chennai,2023-10-25,386,241.8,188.5,51.2,31.7,2.4,49.7
Chennai,2023-10-26,394,241.2,209.0,81.4,6.2,0.5,31.0
Chennai,2023-10-27,467,13.8,291.7,86.6,12.0,1.7,81.5
Chennai,2023-10-28,273,212.1,260.3,56.2,6.1,2.0,26.3
Chennai,2023-10-29,266,15.2,66.5,19.5,35.7,2.4,61.9
Chennai,2023-10-30,490,117.9,87.9,33.0,41.8,1.1,46.7
Chennai,2023-10-31,102,161.3,219.7,98.1,42.7,1.9,75.5
Chennai,2023-11-01,333,249.8,30.4,43.0,26.6,1.9,112.9
Chennai,2023-11-02,468,218.2,84.9,10.8,2.9,1.5,70.9
Chennai,2023-11-03,187,224.3,136.8,50.0,25.7,2.4,48.1
Chennai,2023-11-04,407,114.7,65.2,74.0,24.5,1.2,65.8
Chennai,2023-11-05,350,228.2,115.0,62.2,42.4,1.7,24.4
Chennai,2023-11-06,200,183.5,129.3,44.6,47.2,1.7,49.6
Chennai,2023-11-07,291,201.9,256.5,64.1,15.6,1.9,83.4
Chennai,2023-11-08,116,51.6,63.8,51.8,40.1,2.4,64.3
Chennai,2023-11-09,170,60.3,33.2,6.7,44.3,1.0,27.4
Chennai,2023-11-10,473,216.3,161.0,81.6,18.2,0.5,34.9
Chennai,2023-11-11,337,63.8,92.2,37.3,19.1,0.3,106.5
Chennai,2023-11-12,186,225.1,259.0,88.0,31.0,0.4,15.5
Chennai,2023-11-13,274,201.8,289.5,76.8,48.8,2.0,77.1
Chennai,2023-11-14,489,237.4,250.6,9.0,7.1,1.6,105.8
Chennai,2023-11-15,235,47.7,101.8,46.9,26.3,1.9,20.9
Chennai,2023-11-16,381,97.3,249.4,16.7,11.7,2.4,94.6
Chennai,2023-11-17,53,68.9,246.6,37.4,26.2,0.4,51.0
Chennai,2023-11-18,436,109.6,196.2,28.3,38.2,1.4,96.6
Chennai,2023-11-19,120,202.4,135.8,43.9,24.0,2.2,97.4
Chennai,2023-11-20,235,236.5,143.9,78.2,36.4,1.4,17.7
Chennai,2023-11-21,223,85.6,294.9,20.6,5.0,1.9,82.6
Chennai,2023-11-22,378,46.2,180.9,97.9,49.0,2.0,106.3
Chennai,2023-11-23,201,110.6,268.0,71.6,43.9,1.9,44.5
Chennai,2023-11-24,226,11.9,98.3,55.1,46.2,1.8,59.1
Chennai,2023-11-25,155,223.0,194.8,63.7,23.2,1.0,99.3
Chennai,2023-11-26,382,107.1,75.2,33.6,3.8,1.0,89.8
Chennai,2023-11-27,428,221.2,165.7,56.4,12.3,1.4,44.3
Chennai,2023-11-28,224,191.7,64.8,7.6,40.2,1.6,36.5
Chennai,2023-11-29,446,82.9,138.4,53.0,37.1,2.1,38.6
Chennai,2023-11-30,309,95.1,33.4,66.8,8.0,0.9,91.1
Chennai,2023-12-01,282,91.4,86.1,75.8,29.9,1.8,113.1
Chennai,2023-12-02,390,138.0,186.8,38.3,15.7,2.0,88.6
Chennai,2023-12-03,394,43.6,125.7,75.1,7.1,1.4,31.2
Chennai,2023-12-04,448,96.7,47.4,72.6,41.8,0.4,16.8
Chennai,2023-12-05,116,124.3,144.9,40.1,27.3,1.6,67.1
Chennai,2023-12-06,252,219.3,183.6,65.5,49.8,1.8,114.3
Chennai,2023-12-07,424,243.6,250.7,18.7,8.1,1.8,24.2
Chennai,2023-12-08,410,133.2,168.2,71.0,23.9,0.3,27.3
Chennai,2023-12-09,336,98.6,286.5,62.2,21.6,0.5,72.9
Chennai,2023-12-10,70,135.5,53.0,34.0,20.0,0.9,13.1
Chennai,2023-12-11,123,44.1,185.1,9.6,44.9,2.2,33.7
Chennai,2023-12-12,469,187.5,20.6,57.0,5.2,0.3,62.9
Chennai,2023-12-13,208,145.8,272.1,79.2,24.8,1.9,76.6
Chennai,2023-12-14,440,43.2,198.2,77.4,34.0,0.5,90.1
Chennai,2023-12-15,95,202.0,206.1,43.9,13.2,1.1,69.5
Chennai,2023-12-16,393,223.6,226.1,66.4,43.6,1.8,72.9
Chennai,2023-12-17,457,195.2,106.5,66.3,32.9,0.4,115.1
Chennai,2023-12-18,327,148.4,34.8,59.2,11.1,1.3,108.7
Chennai,2023-12-19,111,168.0,168.9,96.4,15.2,0.7,101.3
Chennai,2023-12-20,479,223.0,144.4,81.7,31.1,1.1,14.9
Chennai,2023-12-21,491,234.1,115.2,22.1,3.2,1.4,52.0
Chennai,2023-12-22,96,37.5,47.8,21.0,8.9,0.8,19.9
Chennai,2023-12-23,207,238.5,210.0,10.6,48.1,0.6,88.5
Chennai,2023-12-24,202,103.6,109.6,44.2,17.6,1.1,101.1
Chennai,2023-12-25,111,22.5,87.1,61.7,13.4,1.4,65.5
Chennai,2023-12-26,108,74.6,109.1,57.5,5.1,0.3,79.7
Chennai,2023-12-27,59,74.6,289.8,69.1,13.8,1.5,96.4
